trackName,artistName,genre,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Line By Line (feat. Maren Morris),JP Saxe,alt z,206029,0.645,0.486,0,-7.299,1,0.0425,0.274,0,0.135,0.453,72.536,208187,4
Live Laugh Love,Sasha Alex Sloan,alt z,363428,0.625,0.54,11,-9.059,1,0.0271,0.113,0.162,0.107,0.492,165.909,182400,4
Lost,bülow,alt z,713628,0.71,0.258,3,-10.632,1,0.034,0.84,0.000323,0.0998,0.337,112.922,237876,4
Lost Boy,Ruth B.,alt z,275280,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,4
Love is Pain,FINNEAS,alt z,672834,0.609,0.141,9,-15.33,1,0.0394,0.927,0.000104,0.0923,0.107,78.233,224279,4
Lunatic,UPSAHL,alt z,1131824,0.716,0.703,9,-4.997,0,0.0764,0.218,2.81e-06,0.0926,0.846,124.099,141227,4
MIDDLE OF THE NIGHT,Elley Duhé,alt z,804897,0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,184448,3
Mad at Disney,salem ilese,alt z,827865,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,136839,4
Make Us Never Happen,shy martin,alt z,171890,0.61,0.489,10,-8.541,0,0.127,0.308,0,0.165,0.331,105.016,171890,4
Match In The Rain,Alec Benjamin,alt z,477018,0.777,0.716,10,-7.342,0,0.256,0.734,8.3e-05,0.116,0.829,120.052,159007,4
Meant To Be,Ber,alt z,6526383,0.5,0.156,1,-11.472,1,0.0469,0.87,0,0.125,0.405,173.794,163227,4
Medieval,FINNEAS,alt z,171863,0.797,0.537,9,-5.937,1,0.039,0.754,5.49e-05,0.107,0.754,115.069,171863,4
Medusa,Kailee Morgue,alt z,5165408,0.914,0.427,3,-7.766,0,0.0537,0.567,0.013,0.0774,0.635,120.01,203027,4
Memory Lane,Haley Joelle,alt z,154000,0.488,0.103,1,-12.009,1,0.0522,0.933,0,0.107,0.326,120.141,154000,4
Mess It Up,Gracie Abrams,alt z,3483493,0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,171280,4
Mess It Up,Savannah Sgro,alt z,330071,0.673,0.7,3,-6.988,1,0.0958,0.193,0,0.208,0.511,127.01,164897,4
Mind Is A Prison,Alec Benjamin,alt z,1082220,0.656,0.645,5,-5.442,0,0.0397,0.504,0,0.18,0.669,75.473,161697,4
Moody,Savannah Sgro,alt z,8018007,0.667,0.461,5,-8.452,1,0.0352,0.192,6.42e-05,0.0723,0.259,135.915,189082,4
Moral of the Story,Ashe,alt z,201083,0.569,0.403,10,-8.618,1,0.0439,0.593,4.49e-06,0.102,0.269,119.819,201017,4
Moral of the Story (feat. Niall Horan),Ashe,alt z,622846,0.579,0.37,10,-8.9,1,0.0383,0.496,0,0.221,0.216,119.799,198515,4
More Than a Friend,girli,alt z,1710760,0.689,0.594,0,-7.645,1,0.0584,0.0301,0,0.102,0.653,137.112,175693,4
Must Have Been The Wind,Alec Benjamin,alt z,177805,0.653,0.644,7,-6.204,1,0.0572,0.784,0.000202,0.161,0.363,88.968,177806,4
NATURE,Elley Duhé,alt z,763318,0.725,0.67,11,-8.058,0,0.278,0.0183,0.00276,0.157,0.362,123.937,186820,4
Nancy Got A Haircut,Alec Benjamin,alt z,353001,0.813,0.755,1,-4.459,0,0.121,0.207,0,0.313,0.752,103.991,118038,4
Narcissist,Lauren Spencer Smith,alt z,2013,0.58,0.485,3,-5.438,1,0.0312,0.696,0,0.0959,0.158,113.797,172878,4
Nineteen,Dylan,alt z,3280937,0.471,0.744,0,-5.8,1,0.0523,0.00352,0,0.687,0.219,95.004,218885,4
No More Friends (with Oli Sykes of Bring Me The Horizon),Olivia O'Brien,alt z,1604077,0.626,0.635,7,-7.845,0,0.163,0.0346,0,0.0953,0.581,149.824,193376,4
Normal,Sasha Alex Sloan,alt z,192224,0.749,0.419,5,-9.41,1,0.0719,0.528,7.85e-06,0.113,0.279,120.166,192200,4
Normal - stripped,Sasha Alex Sloan,alt z,197810,0.68,0.413,5,-9.644,1,0.0464,0.776,1.91e-05,0.0979,0.276,114.931,197687,4
Not Sad Anymore,Clara Mae,alt z,6800028,0.675,0.523,1,-7.598,1,0.0444,0.761,3.17e-06,0.109,0.376,94.025,195564,4
Nothing's the Same,Alexander 23,alt z,7540,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135,4
Nuance,Alec Benjamin,alt z,518396,0.61,0.54,6,-6.032,1,0.0459,0.682,0,0.117,0.683,95.062,172854,4
Numb Little Bug,Em Beihold,alt z,2824506,0.742,0.527,8,-6.892,0,0.0769,0.327,0,0.25,0.638,84.974,169238,4
Oh My God,Alec Benjamin,alt z,388564,0.696,0.565,5,-7.241,0,0.0598,0.652,2.12e-06,0.121,0.6,156.109,187728,4
Older,Alec Benjamin,alt z,3328624,0.539,0.489,2,-8.456,1,0.0635,0.59,0,0.197,0.515,84.211,164396,4
Older,Sasha Alex Sloan,alt z,752367,0.628,0.298,11,-9.539,1,0.0713,0.732,0,0.116,0.166,63.762,184893,4
One More Weekend,Maude Latour,alt z,1768979,0.627,0.565,3,-6.922,1,0.122,0.537,0,0.214,0.514,131.083,142830,3
One Wrong Turn,Alec Benjamin,alt z,467622,0.524,0.727,7,-5.194,0,0.0492,0.419,1.53e-06,0.094,0.484,107.647,166140,4
Only A Lifetime,FINNEAS,alt z,31842036,0.598,0.115,2,-13.856,1,0.0461,0.95,0,0.106,0.229,103.402,256759,4
Outrunning Karma,Alec Benjamin,alt z,377700,0.416,0.649,11,-5.271,0,0.0385,0.655,2.82e-06,0.12,0.474,112.482,188851,3
Pacify Her,Melanie Martinez,alt z,88940,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4
Painful Truth,Em Beihold,alt z,4650933,0.731,0.452,9,-8.116,0,0.0608,0.699,1.38e-06,0.0827,0.396,120.032,208867,4
Painkiller,Ruel,alt z,3674175,0.683,0.42,5,-6.51,1,0.0542,0.0875,0,0.225,0.469,128.621,213507,4
Pancakes for Dinner,Lizzy McAlpine,alt z,6843329,0.753,0.266,11,-11.453,1,0.0478,0.759,0,0.11,0.321,142.026,235035,4
Panic Room,Au/Ra,alt z,2360514,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4
Paper Planes,Elina,alt z,2035385,0.529,0.351,1,-12.484,1,0.0368,0.543,0,0.0851,0.529,147.815,199981,4
Peaches Etude,FINNEAS,alt z,135517,0.199,0.0877,2,-18.146,1,0.0643,0.964,0.932,0.106,0.123,61.901,135518,3
Picking Flowers,Boy In Space,alt z,2087654,0.612,0.289,0,-9.508,1,0.0279,0.737,0,0.0903,0.378,89.93,180973,4
Pink Ferrari,Zach Hood,alt z,952285,0.495,0.909,3,-4.223,1,0.0683,0.062,0,0.367,0.553,158.006,149815,4
Pinky Promise,Ellise,alt z,3831246,0.716,0.536,4,-8.701,1,0.412,0.253,6.83e-06,0.106,0.392,139.82,200647,4
Playground (from the series Arcane League of Legends),Bea Miller,alt z,6645669,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,230526,4
Pretty,Astrid S,alt z,2378853,0.633,0.829,9,-6.304,1,0.0496,0.0653,0,0.0907,0.333,95.966,175777,4
Ready Yet,Sasha Alex Sloan,alt z,30134,0.569,0.38,0,-10.289,1,0.143,0.745,0,0.159,0.421,117.953,218320,4
Ready Yet - San Holo Remix,Sasha Alex Sloan,alt z,3360201,0.701,0.577,0,-8.534,1,0.0828,0.563,0.000103,0.116,0.461,121.045,218747,4
Real Thing,Ruel,alt z,384547,0.671,0.583,4,-6.551,0,0.0737,0.154,0,0.24,0.43,125.916,192413,4
Remember Me,Boy In Space,alt z,4297338,0.663,0.559,9,-7.568,0,0.0339,0.0825,0,0.111,0.359,99.966,179400,4
Remember That Night?,Sara Kays,alt z,3634283,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4
Revolver,bülow,alt z,1328520,0.614,0.833,0,-4.333,1,0.0708,0.108,1.37e-06,0.18,0.811,171.048,168927,4
Run Into You,Clara Mae,alt z,2265568,0.588,0.559,6,-6.418,1,0.0696,0.274,0,0.0756,0.257,125.538,175474,4
Runaway,Sasha Alex Sloan,alt z,6535,0.674,0.413,5,-8.051,1,0.0351,0.715,6.64e-05,0.104,0.206,139.976,218947,4
Rx,Charlotte Lawrence,alt z,684829,0.651,0.303,0,-10.607,0,0.0494,0.607,0,0.107,0.343,62.929,171218,4
SNAP,Rosa Linn,alt z,42767,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
Same Effect,Ber,alt z,162373,0.533,0.181,8,-10.258,1,0.0453,0.891,1.11e-05,0.149,0.259,129.83,162373,3
Say,Ruel,alt z,455382,0.617,0.315,3,-7.998,1,0.0326,0.771,0,0.0809,0.447,119.822,227434,3
Sh*t People,Avery Lynch,alt z,1500935,0.678,0.508,1,-7.161,1,0.35,0.413,3.36e-05,0.327,0.394,172.026,196744,4
Shadow Of Mine,Alec Benjamin,alt z,810462,0.57,0.473,6,-7.504,0,0.0677,0.512,2.14e-06,0.1,0.632,162.082,165765,3
She Said,FLETCHER,alt z,1868963,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,167811,4
Sick of Losing Soulmates,dodie,alt z,1072386,0.492,0.236,2,-17.224,1,0.0359,0.723,0.159,0.351,0.151,75.102,267378,4
Side Effects,Carlie Hanson,alt z,3116968,0.569,0.726,4,-5.343,1,0.178,0.1,0,0.244,0.373,185.946,188664,4
Six Feet Apart,Alec Benjamin,alt z,1389391,0.492,0.378,5,-7.117,1,0.0304,0.811,0,0.136,0.497,110.907,173705,4
Slow,shy martin,alt z,1474026,0.636,0.243,2,-9.509,1,0.04,0.815,0,0.111,0.239,142.016,163547,4
Slow Dance (feat. Ava Max),AJ Mitchell,alt z,65182,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,4
Slow Motion,Charlotte Lawrence,alt z,8644154,0.665,0.61,0,-7.655,0,0.0436,0.423,0,0.127,0.473,127.971,183850,4
Slow Nights,Besomorph,alt z,152184,0.674,0.491,3,-10.853,0,0.36,0.464,1.77e-05,0.106,0.492,126.038,152381,4
So Sick (feat. blackbear) [Martin Jensen Remix],Kiiara,alt z,2724227,0.803,0.491,6,-7.196,1,0.0821,0.121,9.69e-06,0.0689,0.589,121.984,165492,4
Social Stamina,ROSIE,alt z,557792,0.698,0.197,3,-8.799,1,0.0334,0.875,0,0.0799,0.324,109.794,154560,4
Someone Else's Star,FINNEAS,alt z,209173,0.617,0.195,0,-11.93,1,0.0467,0.865,3.52e-05,0.0964,0.097,114.894,209174,4
Speakers,Alec Benjamin,alt z,639644,0.416,0.55,6,-5.78,1,0.0493,0.802,0,0.319,0.529,99.383,159966,4
Stan - Recorded at Spotify Studios NYC,Alec Benjamin,alt z,5676,0.693,0.549,6,-8.964,0,0.418,0.625,0,0.122,0.645,82.152,202482,4
Steve,Alec Benjamin,alt z,2111398,0.348,0.353,10,-9.012,1,0.0334,0.845,0,0.181,0.866,80.558,173487,3
Stop,AJ Mitchell,alt z,2656915,0.723,0.545,0,-6.694,0,0.0334,0.0337,0,0.0901,0.328,104.014,177041,4
Such A Boy,Astrid S,alt z,2252661,0.668,0.776,6,-5.167,0,0.111,0.0481,2.2e-06,0.0798,0.461,95.003,210680,4
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Lennon Stella,alt z,961604,0.696,0.686,5,-6.113,0,0.0309,0.262,0,0.174,0.7,115.982,160289,4
Summer Fling,Nina Nesbitt,alt z,3070927,0.611,0.903,0,-5.719,0,0.0311,0.0344,0.0186,0.107,0.377,126.01,228571,4
Sweet Little Lies,bülow,alt z,2919977,0.648,0.727,0,-3.791,1,0.142,0.229,0,0.17,0.689,160.024,175067,4
TWISTED,AViVA,alt z,2697856,0.656,0.68,9,-5.967,0,0.224,0.668,0.000379,0.124,0.519,170.061,158335,4
Thank God,Sasha Alex Sloan,alt z,259148,0.592,0.237,11,-9.06,1,0.042,0.801,0.000246,0.0928,0.212,185.658,202293,3
Thank You,Sasha Alex Sloan,alt z,311543,0.341,0.519,7,-7.007,1,0.0615,0.223,0,0.271,0.221,189.764,190280,3
The 90s,FINNEAS,alt z,1489849,0.796,0.334,5,-11.626,1,0.172,0.387,0,0.206,0.278,135.01,203258,4
The Book of You & I,Alec Benjamin,alt z,415074,0.507,0.387,10,-6.237,1,0.0324,0.909,0,0.113,0.485,102.987,207538,4
The First One,Astrid S,alt z,113940,0.538,0.541,7,-8.304,1,0.16,0.39,0,0.103,0.183,159.419,188650,4
The Only,Sasha Alex Sloan,alt z,702327,0.682,0.26,4,-11.008,0,0.0495,0.745,0,0.137,0.0502,138.034,213959,4
The Way You Felt,Alec Benjamin,alt z,3239229,0.872,0.52,0,-6.928,1,0.0618,0.715,0,0.0982,0.736,131.918,183243,4
Therapist,Jeremy Zucker,alt z,485758,0.657,0.757,4,-6.196,1,0.032,0.0307,4.93e-06,0.098,0.906,139.958,154013,4
Thoughts,Sasha Alex Sloan,alt z,1215632,0.685,0.464,7,-9.931,1,0.0579,0.138,3.97e-05,0.111,0.0559,90.011,185713,4
Till Forever Falls Apart,Ashe,alt z,3892548,0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,222927,4
Tongue In The Bag,XYLØ,alt z,18089,0.628,0.642,4,-6.264,0,0.182,0.594,0,0.221,0.568,132.101,231818,4
Too Sad To Cry,Sasha Alex Sloan,alt z,49206551,0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483,208987,4
Traffic Lights,Sara Kays,alt z,6631512,0.52,0.531,11,-7.63,1,0.0428,0.633,0,0.101,0.309,121.839,204878,4
Traitor,Elley Duhé,alt z,3041329,0.609,0.43,8,-8.242,1,0.0547,0.249,1.13e-06,0.0996,0.401,172.482,177507,3
Unsaid,Ruel,alt z,226913,0.532,0.433,11,-6.964,1,0.0933,0.385,0,0.355,0.267,77.04,227040,4
Us,Clara Mae,alt z,176907,0.573,0.584,4,-6.574,1,0.047,0.315,1.19e-06,0.109,0.0805,114.841,177069,4
Used to Be,AJ Mitchell,alt z,2153742,0.471,0.474,5,-6.355,1,0.0382,0.723,0,0.0964,0.262,120.656,174793,4
Veronica,Leah Kate,alt z,1566224,0.876,0.786,0,-4.518,0,0.081,0.373,0.00545,0.145,0.889,109.986,156163,4
Version Of Me,Sasha Alex Sloan,alt z,364132,0.699,0.493,11,-10.386,1,0.0699,0.537,0,0.258,0.08,94.99,181971,4
Villain,Julia Wolf,alt z,2554458,0.731,0.59,2,-7.191,1,0.108,0.473,3.39e-05,0.107,0.569,161.072,176132,4
WTF,Sasha Alex Sloan,alt z,27597,0.63,0.781,1,-7.819,1,0.0406,0.152,0.000247,0.289,0.188,100.052,182773,4
WYD Now?,Sadie Jean,alt z,289332,0.378,0.334,1,-10.993,1,0.304,0.776,0,0.115,0.496,181.296,144667,4
Walked Through Hell,Anson Seabra,alt z,4581309,0.508,0.404,10,-11.092,1,0.0788,0.664,0,0.104,0.129,81.713,216865,4
Wanna Be Missed,Hayley Kiyoko,alt z,2736031,0.588,0.653,9,-5.645,0,0.0373,0.127,0,0.423,0.18,104.897,195773,3
Waste of Emotion,ELIO,alt z,3579980,0.698,0.725,2,-7.403,1,0.0431,0.0127,0.122,0.288,0.0765,104.99,177772,4
Water Fountain,Alec Benjamin,alt z,2188930,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4
Ways Of Love,Bahari,alt z,559039,0.601,0.513,0,-8.492,0,0.0378,0.421,8.42e-05,0.0868,0.391,121.78,206622,4
Weddings & Funerals,Royal & the Serpent,alt z,3141985,0.507,0.581,6,-5.339,0,0.143,0.139,0,0.54,0.423,96.64,176598,4
Welcome to Wonderland,Anson Seabra,alt z,5930833,0.703,0.179,4,-10.906,1,0.0366,0.949,0,0.102,0.346,97.427,199131,3
What A Shame,Leyla Blue,alt z,1427522,0.699,0.463,0,-7.828,1,0.475,0.315,0,0.0803,0.565,143.99,177200,4
What They'll Say About Us,FINNEAS,alt z,1186434,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,181210,4
When,dodie,alt z,446216,0.309,0.0925,8,-15.885,1,0.0356,0.971,0.00212,0.102,0.245,89.829,223108,3
Where the Sidewalk Ends,gnash,alt z,1634732,0.847,0.346,6,-11.778,1,0.444,0.704,0,0.128,0.687,122.028,164262,4
Why Do You Love Me,Charlotte Lawrence,alt z,2900463,0.838,0.305,8,-6.165,0,0.0824,0.28,0.000116,0.203,0.718,120.065,171908,4
Words Ain't Enough,Tessa Violet,alt z,746490,0.789,0.212,3,-11.85,1,0.0493,0.85,3.08e-05,0.107,0.253,110.479,124365,3
YES MOM,Tessa Violet,alt z,162360,0.78,0.672,8,-4.398,1,0.0328,0.143,7.27e-05,0.125,0.541,97.054,162360,4
Younger,Ruel,alt z,5272303,0.745,0.477,11,-7.706,0,0.088,0.202,0,0.12,0.454,136.055,222320,4
(L)only Child,salem ilese,alt z,2237969,0.645,0.611,8,-5.925,0,0.137,0.29,2.05e-05,0.237,0.645,157.475,144468,3
13 Missed Calls,Zach Hood,alt z,3248068,0.639,0.724,7,-6.346,1,0.0664,0.452,0,0.159,0.522,129.712,209538,3
18,Jeremy Zucker,alt z,150773,0.783,0.599,4,-5.688,1,0.0441,0.0445,0,0.108,0.611,113.97,150773,4
4am,girl in red,alt z,18702,0.418,0.392,9,-13.771,1,0.0383,0.663,0.335,0.204,0.295,168.902,110862,4
608,Carlie Hanson,alt z,2208366,0.614,0.511,11,-8.758,0,0.0294,0.673,0.00176,0.339,0.486,148.024,204760,3
7UP,Boy In Space,alt z,4569846,0.618,0.47,0,-7.379,1,0.0271,0.0169,0,0.111,0.228,135.034,203555,4
85%,Loote,alt z,463954,0.574,0.651,7,-7.585,1,0.046,0.346,0,0.149,0.368,140.017,174107,4
911,Ellise,alt z,3234388,0.765,0.53,10,-7.18,0,0.0833,0.509,4.15e-06,0.117,0.529,130.104,188387,4
:( (sad face),Bahari,alt z,1700511,0.661,0.552,8,-8.015,0,0.0278,0.242,0,0.0953,0.408,110.072,188182,4
A Little Bit Yours,JP Saxe,alt z,99339,0.598,0.295,1,-8.553,1,0.0276,0.735,0,0.107,0.314,87.025,225680,4
A Little More,Catie Turner,alt z,6158627,0.792,0.484,4,-9.897,1,0.192,0.477,0,0.106,0.245,96.939,224528,4
Adult,Sasha Alex Sloan,alt z,367079,0.607,0.849,8,-6.389,1,0.0444,0.174,2.03e-05,0.0964,0.487,89.988,184253,4
Again,Sasha Alex Sloan,alt z,397451,0.62,0.553,2,-10.228,0,0.0517,0.778,0.00191,0.0916,0.632,148.978,194375,4
All Love,FLETCHER,alt z,2190329,0.665,0.488,4,-7.177,1,0.0981,0.272,0.000261,0.181,0.477,142.087,193600,4
Annabelle's Homework,Alec Benjamin,alt z,3225244,0.676,0.634,8,-5.377,1,0.0385,0.701,1.63e-06,0.223,0.33,86.004,192501,4
Apple Pie,Lizzy McAlpine,alt z,3555818,0.518,0.208,10,-12.273,1,0.0363,0.855,5.15e-06,0.12,0.42,179.836,259167,4
Are you happy?,shy martin,alt z,787707,0.632,0.578,9,-7.657,0,0.0905,0.714,0,0.42,0.297,139.324,157556,4
Army,Besomorph,alt z,1640994,0.523,0.699,6,-3.84,0,0.0293,0.108,0.000607,0.205,0.132,74.983,203500,4
Around My Neck,FINNEAS,alt z,27636,0.965,0.303,1,-10.49,1,0.0561,0.0524,0.00405,0.12,0.414,107.048,175528,4
As It Was - Spotify Singles,Sasha Alex Sloan,alt z,69619,0.529,0.174,9,-13.751,1,0.0373,0.845,0,0.0567,0.311,136.112,206187,4
Assassin,Au/Ra,alt z,1571376,0.49,0.644,10,-9.074,0,0.349,0.0631,2.87e-06,0.384,0.409,193.99,189341,4
Backseat Rider,Sara Kays,alt z,6047174,0.569,0.538,2,-9.003,1,0.0323,0.593,0,0.23,0.552,104.05,208091,4
Bad For Me,Ber,alt z,158520,0.589,0.256,3,-11.446,1,0.0369,0.949,8.61e-06,0.248,0.63,79.93,158520,4
Bedroom Ceiling - Ouse Remix,Sody,alt z,7135830,0.44,0.441,6,-8.398,1,0.0748,0.792,0,0.105,0.343,122.666,205048,4
Believer,Cyn,alt z,2121375,0.724,0.665,1,-5.312,0,0.0687,0.722,0,0.194,0.751,112.992,203653,4
Bipolar,Bahari,alt z,4613799,0.607,0.453,1,-8.129,1,0.0373,0.459,2.4e-05,0.0928,0.345,76.865,159653,4
Bitch (I Said It),Sody,alt z,2312901,0.755,0.529,0,-6.066,0,0.0986,0.0834,2.77e-05,0.27,0.228,112.035,191463,4
afterthoughts,renforshort,alt z,1402568,0.51,0.229,6,-11.394,1,0.0352,0.86,3.03e-05,0.118,0.107,93.309,175321,4
all my ghosts,Lizzy McAlpine,alt z,10733257,0.638,0.293,3,-11.703,1,0.0478,0.342,0.000624,0.448,0.488,155.083,197032,4
all the kids are depressed,Jeremy Zucker,alt z,3278108,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,169973,4
as long as you care,Ruel,alt z,699904,0.55,0.591,1,-6.833,1,0.0377,0.00692,0,0.11,0.308,78.68,193189,4
at least i look cool,Sasha Alex Sloan,alt z,195895,0.828,0.349,6,-9.96,0,0.17,0.647,1.57e-05,0.105,0.282,130.074,171695,4
avalanche,Christian French,alt z,5049390,0.636,0.864,11,-3.919,1,0.0491,0.0314,0,0.102,0.892,160.009,199512,4
bad ones,Tate McRae,alt z,2892026,0.692,0.431,6,-11.884,1,0.0335,0.305,1.39e-05,0.132,0.327,138.925,183133,4
blind,ROLE MODEL,alt z,1239805,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
butterfly,Sody,alt z,30000,0.588,0.625,0,-9.502,1,0.212,0.69,4.38e-06,0.0799,0.116,121.809,189013,4
buzzkill,MOTHICA,alt z,139800,0.638,0.755,8,-5.614,0,0.0682,0.362,3.09e-06,0.329,0.739,169.953,140111,4
can I call you back?,shy martin,alt z,153058,0.647,0.319,9,-9.987,1,0.0367,0.827,0,0.133,0.267,126.243,153059,4
comethru,Jeremy Zucker,alt z,834797,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982,181613,4
courage,Ruel,alt z,209827,0.589,0.446,7,-5.501,1,0.0285,0.0263,0,0.0869,0.292,81.983,209827,4
distance,Ruel,alt z,179214,0.562,0.329,3,-8.556,0,0.162,0.502,0,0.562,0.502,148.524,179213,4
erase me,Lizzy McAlpine,alt z,336211,0.415,0.45,6,-8.529,0,0.0599,0.578,2.82e-05,0.155,0.305,93.17,214468,4
erase me (feat. Jacob Collier),Lizzy McAlpine,alt z,5016936,0.415,0.45,6,-8.529,0,0.0599,0.578,2.82e-05,0.155,0.305,93.17,214468,4
fall apart (with glaive),renforshort,alt z,559079,0.57,0.746,10,-6.464,1,0.104,0.144,7.31e-06,0.0706,0.27,158.061,156225,4
feel like shit,Tate McRae,alt z,34162,0.519,0.383,7,-7.174,1,0.0495,0.572,0,0.124,0.157,144.565,203480,4
feel something,Bea Miller,alt z,958366,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161,4
flowers & sex,EMELINE,alt z,2764932,0.548,0.363,5,-7.766,1,0.433,0.047,0,0.066,0.484,170.407,148588,4
girls girls girls,FLETCHER,alt z,2095845,0.649,0.478,0,-8.834,1,0.156,0.658,0,0.131,0.468,139.859,161247,4
golden years,Christian French,alt z,509232,0.626,0.573,1,-7.825,1,0.115,0.41,0,0.219,0.68,149.993,169745,4
head first,Christian French,alt z,9940,0.909,0.392,6,-6.221,0,0.0652,0.278,1.77e-06,0.106,0.61,127.052,154961,4
hornylovesickmess,girl in red,alt z,1101013,0.543,0.465,8,-8.914,1,0.0554,0.337,0.000543,0.142,0.158,143.121,175695,4
hurts 2 hate somebody (with Chase Atlantic & No Rome),ELIO,alt z,6334026,0.623,0.683,7,-3.512,1,0.0437,0.0995,0,0.372,0.747,90.021,186665,4
i can't breathe,Bea Miller,alt z,213986,0.347,0.209,11,-11.152,1,0.0273,0.893,0.00287,0.138,0.0735,82.878,213987,4
i don't want to watch the world end with someone else,Clinton Kane,alt z,2567940,0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163,184505,4
i think too much,Christian French,alt z,2827372,0.675,0.695,7,-7.859,0,0.0753,0.00383,2.95e-05,0.0637,0.662,92.025,202779,4
if i were a friend,BLÜ EYES,alt z,774610,0.543,0.471,11,-9.904,1,0.0438,0.616,6.77e-05,0.161,0.0775,91.921,152985,3
intimate moments,Isaac Dunbar,alt z,3407685,0.524,0.664,2,-6.214,1,0.0405,0.0106,0,0.126,0.432,129.897,210507,4
is your bedroom ceiling bored? (feat. Cavetown),Sody,alt z,1037545,0.616,0.45,6,-9.832,1,0.114,0.529,1.58e-06,0.0926,0.195,123.851,207510,4
is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,Sody,alt z,804867,0.521,0.347,6,-12.716,1,0.164,0.463,0,0.091,0.198,123.996,191119,4
just a boy,Alaina Castillo,alt z,2745205,0.51,0.303,7,-5.344,1,0.0562,0.892,0,0.127,0.51,198.149,185682,3
leave,gnash,alt z,695156,0.506,0.381,1,-10.953,0,0.266,0.427,0.00238,0.139,0.0389,92.11,175229,1
lie to me,Tate McRae,alt z,1386569,0.642,0.392,4,-7.846,0,0.0372,0.0151,0,0.352,0.0479,138.065,177440,4
minor,Gracie Abrams,alt z,481518,0.705,0.281,2,-7.991,1,0.0863,0.856,0,0.117,0.211,84.882,160507,4
never knew a heart could break itself,Zach Hood,alt z,2869085,0.579,0.454,9,-7.264,1,0.0427,0.465,0,0.0997,0.461,78.949,155223,4
not ur friend,Jeremy Zucker,alt z,1785833,0.778,0.313,4,-9.288,1,0.421,0.301,0,0.667,0.707,68.936,174520,4
nothing else i could do,ella jane,alt z,1256812,0.788,0.545,3,-7.647,1,0.0487,0.475,0.0138,0.134,0.583,119.948,170000,4
ocean waves,Alaina Castillo,alt z,1196295,0.458,0.521,8,-6.348,0,0.0943,0.417,0,0.368,0.449,89.827,220236,4
porcelain,mxmtoon,alt z,17980,0.569,0.108,9,-15.855,1,0.035,0.883,0,0.112,0.181,110.421,271915,4
r u ok,Tate McRae,alt z,2793375,0.666,0.593,2,-5.905,1,0.0373,0.318,0,0.414,0.329,140.013,185850,4
rubberband,Tate McRae,alt z,3584645,0.64,0.593,10,-6.068,1,0.0431,0.32,0,0.104,0.432,155.08,147713,4
rx,ROLE MODEL,alt z,1400742,0.448,0.119,4,-15.138,1,0.0403,0.736,0,0.145,0.333,140.591,200107,4
say it over (feat. Cautious Clay),Ruel,alt z,470947,0.438,0.315,2,-10.941,0,0.044,0.566,0,0.606,0.151,156.031,238500,4
slower,Tate McRae,alt z,4435273,0.589,0.364,1,-8.079,0,0.0419,0.595,0,0.334,0.21,104.991,187629,4
smiling when i die,Sasha Alex Sloan,alt z,3218959,0.753,0.41,0,-10.636,0,0.132,0.817,0.00219,0.104,0.23,92.999,206437,4
sometimes,Heather Sommer,alt z,4543454,0.679,0.525,9,-8.721,1,0.0594,0.0899,3.53e-05,0.09,0.333,106.871,163738,4
